,overall,value_eur,age,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
16430,59,575000.0,18,3,2,82.0,49.0,52.0,62.0,31.0,51,50,48,56,38,66,43,43,50,58,81,82,71,49,67,51,52,55,58,48,39,28,49,51,45,45,31,30,26,6,14,7,8,12
16431,59,525000.0,19,2,2,72.0,56.0,51.0,64.0,27.0,50,61,40,56,50,65,39,40,45,60,75,70,75,45,90,56,46,55,51,45,30,24,56,55,51,45,23,31,22,6,7,12,13,7
16432,59,550000.0,18,2,2,62.0,32.0,37.0,41.0,62.0,36,30,59,44,28,33,26,32,34,45,64,60,48,46,56,44,72,57,58,25,56,60,32,32,39,45,57,65,70,13,15,9,13,12
16433,59,525000.0,19,3,1,69.0,54.0,58.0,64.0,56.0,10,9,13,27,5,7,13,11,26,13,31,29,33,42,25,44,38,21,64,8,28,14,8,34,16,39,8,13,13,62,57,59,57,62
16434,59,500000.0,20,3,2,67.0,51.0,58.0,61.0,47.0,56,45,51,61,46,59,54,49,58,62,69,65,71,56,66,58,57,63,58,55,45,43,54,60,53,57,46,49,44,13,12,10,11,11
16435,59,500000.0,20,3,2,71.0,65.0,54.0,61.0,26.0,52,66,46,57,62,60,55,48,55,61,72,70,73,44,76,75,55,55,55,55,34,25,57,53,61,52,24,23,22,10,13,8,6,11
16436,59,450000.0,21,2,2,79.0,50.0,53.0,59.0,39.0,55,51,57,55,44,57,53,41,53,56,81,77,78,57,67,56,57,65,60,41,52,39,54,49,50,54,45,29,33,13,14,12,7,7
16437,59,475000.0,21,2,2,71.0,28.0,46.0,55.0,56.0,56,27,43,51,25,58,38,32,37,54,68,73,56,47,48,28,63,63,51,24,51,57,39,39,37,43,57,57,58,12,15,12,7,9
16438,59,475000.0,20,3,2,70.0,24.0,41.0,36.0,58.0,52,17,47,40,29,22,30,31,47,35,71,70,75,57,64,39,75,72,69,21,65,55,29,30,33,43,57,62,62,11,5,5,8,10
16439,59,525000.0,18,3,3,72.0,53.0,53.0,63.0,30.0,53,52,37,54,49,63,60,49,49,60,73,72,74,53,74,58,46,51,45,53,44,23,53,54,55,60,29,30,40,12,10,10,13,14
16440,59,550000.0,18,2,2,59.0,53.0,47.0,49.0,59.0,46,51,61,54,47,42,39,40,43,53,54,63,61,57,61,62,61,53,67,52,60,56,47,41,52,53,59,61,57,11,14,8,9,5
16441,59,575000.0,18,5,2,63.0,53.0,55.0,63.0,44.0,47,52,42,60,42,64,57,44,54,63,62,64,66,52,62,57,56,48,56,53,46,41,53,57,49,55,44,46,43,11,13,8,6,10
16442,59,450000.0,20,3,2,55.0,26.0,45.0,48.0,58.0,39,19,50,54,30,44,41,28,44,53,52,58,43,59,52,38,65,64,65,25,59,59,27,43,42,56,57,61,60,9,11,8,11,11
16443,59,550000.0,18,3,2,70.0,47.0,55.0,59.0,56.0,47,42,59,66,35,58,47,42,57,60,71,70,62,57,78,63,60,52,55,45,68,52,39,48,50,45,47,62,69,12,10,13,15,9
16444,59,550000.0,18,2,2,55.0,30.0,37.0,37.0,63.0,33,27,61,43,34,30,36,35,35,34,55,55,45,57,65,45,75,55,56,22,54,58,25,34,38,50,59,68,69,7,12,14,5,8
16445,59,350000.0,22,2,2,68.0,34.0,47.0,50.0,57.0,52,33,45,51,28,51,33,35,48,40,70,67,68,56,72,34,65,63,59,36,54,56,43,41,34,45,53,64,63,14,13,14,11,12
16446,59,200000.0,28,3,2,66.0,51.0,55.0,57.0,54.0,54,51,52,57,43,56,50,46,56,57,67,65,56,54,63,52,63,70,73,53,47,56,50,53,48,55,57,53,48,15,15,12,12,12
16447,59,475000.0,19,3,2,61.0,43.0,58.0,61.0,55.0,50,38,48,66,41,60,52,48,64,63,64,59,63,57,68,60,59,63,61,33,61,56,53,52,51,48,54,56,59,15,15,8,9,11
16448,59,450000.0,18,3,1,69.0,54.0,58.0,64.0,56.0,14,7,12,23,5,12,11,14,23,18,39,41,34,46,42,42,60,28,52,8,26,19,11,47,14,29,13,12,12,61,58,56,61,60
16449,59,500000.0,21,2,2,56.0,57.0,46.0,58.0,26.0,46,59,65,50,56,61,52,37,37,59,54,57,51,54,47,63,49,55,74,47,43,21,60,45,57,47,19,24,20,8,14,9,6,8
16450,59,500000.0,21,3,3,68.0,54.0,56.0,60.0,43.0,56,53,45,57,48,59,60,55,52,60,67,68,67,56,62,58,44,60,48,54,47,43,55,56,50,58,40,44,42,11,7,13,9,9
16451,59,475000.0,19,3,2,55.0,42.0,55.0,58.0,51.0,35,39,51,65,35,58,36,45,63,65,58,53,51,55,42,52,40,66,62,37,57,51,47,57,42,46,48,55,51,8,10,13,9,6
16452,59,550000.0,20,2,2,76.0,52.0,47.0,65.0,34.0,49,56,44,53,35,68,39,38,45,62,72,80,74,52,72,60,61,60,61,39,45,26,54,39,50,39,25,45,34,12,11,8,8,11
16453,59,525000.0,19,3,2,76.0,58.0,53.0,61.0,29.0,59,60,43,53,52,64,53,46,48,61,75,77,63,42,65,70,40,45,50,43,30,22,51,54,60,50,27,32,30,12,9,13,14,12
16454,59,475000.0,21,2,2,75.0,30.0,39.0,54.0,57.0,46,31,61,34,27,52,31,31,36,50,74,76,67,56,73,29,71,74,79,27,56,55,39,45,35,57,55,59,57,11,14,9,6,9
16455,59,240000.0,27,2,2,70.0,60.0,53.0,64.0,40.0,57,59,60,56,62,66,59,46,47,61,69,71,71,49,67,64,52,57,60,60,44,38,52,47,55,53,39,36,37,6,10,7,13,10
16456,59,550000.0,21,4,2,62.0,60.0,44.0,58.0,24.0,28,61,60,54,51,62,40,40,38,54,63,61,59,58,58,61,49,55,56,57,30,21,61,47,60,49,19,20,18,13,14,6,12,10
16457,59,475000.0,18,2,2,62.0,51.0,55.0,60.0,50.0,40,53,39,64,36,59,51,38,57,61,64,60,61,54,71,53,59,67,39,47,60,57,54,57,44,49,46,58,39,9,6,13,14,8
16458,59,210000.0,28,2,2,52.0,30.0,42.0,45.0,58.0,33,28,57,55,20,39,22,26,38,53,53,52,39,50,56,34,50,64,73,30,62,56,33,39,38,53,55,61,60,12,13,10,15,14
16459,59,475000.0,21,2,2,66.0,31.0,48.0,48.0,59.0,52,30,57,57,22,50,32,30,48,44,63,68,56,54,50,31,58,60,67,30,54,62,47,38,38,39,55,63,58,13,12,6,10,12
16460,59,300000.0,24,3,2,60.0,44.0,54.0,48.0,57.0,52,44,59,60,41,42,42,45,55,51,58,62,56,55,63,50,72,68,69,40,59,56,40,49,51,52,57,57,56,5,11,13,11,11
16461,59,550000.0,20,3,2,76.0,55.0,55.0,58.0,49.0,60,56,37,56,48,59,43,36,58,58,81,72,57,39,84,71,40,55,29,40,34,49,50,56,57,46,53,52,43,15,6,7,7,7
16462,59,500000.0,21,3,2,72.0,42.0,59.0,58.0,57.0,49,39,54,69,39,57,44,46,64,52,72,72,70,58,74,55,60,79,47,35,61,60,42,57,47,57,52,58,61,9,12,7,14,11
16463,59,500000.0,19,3,2,55.0,29.0,39.0,35.0,57.0,29,27,63,50,22,30,30,30,46,34,49,59,41,50,50,40,68,49,83,26,59,53,24,30,35,50,54,61,54,9,9,14,8,9
16464,59,525000.0,17,3,2,67.0,26.0,42.0,53.0,59.0,24,21,61,59,25,47,22,19,52,57,65,69,60,58,63,40,61,60,62,23,57,57,16,32,28,60,57,61,59,15,10,6,13,7
16465,59,475000.0,21,2,2,75.0,30.0,46.0,55.0,51.0,60,30,44,51,27,50,33,36,38,55,73,76,75,46,75,32,49,80,60,22,50,48,43,37,45,39,50,57,53,10,9,12,11,9
16466,59,550000.0,20,3,2,58.0,60.0,40.0,56.0,28.0,30,65,70,49,54,55,33,27,27,59,56,60,53,49,68,62,66,57,60,49,55,22,53,50,68,49,25,22,23,13,13,10,7,7
16467,59,425000.0,19,2,1,69.0,54.0,58.0,64.0,56.0,14,8,10,25,9,7,14,10,23,14,25,26,23,44,24,44,31,17,59,6,23,7,4,33,12,25,6,14,12,60,61,58,54,63
16468,59,525000.0,18,2,2,67.0,49.0,61.0,65.0,44.0,49,45,46,69,45,65,57,54,68,65,64,70,59,58,82,60,55,45,39,45,49,28,51,57,56,62,46,50,51,9,13,11,6,14
16469,59,550000.0,18,3,2,65.0,45.0,53.0,55.0,59.0,45,40,59,59,41,55,45,42,55,57,66,64,55,60,53,57,60,51,69,42,64,59,45,55,48,48,60,59,57,15,5,10,9,9
16470,59,475000.0,21,3,2,60.0,40.0,55.0,60.0,54.0,50,36,53,61,31,58,46,35,60,60,59,61,72,56,67,50,64,64,62,39,58,55,44,55,44,51,51,57,56,15,7,14,7,8
16471,59,475000.0,22,2,2,61.0,29.0,46.0,54.0,59.0,32,22,53,61,25,51,39,29,54,59,59,62,47,51,66,46,65,60,58,24,57,62,36,33,41,48,56,63,56,9,12,14,9,14
16472,59,525000.0,18,3,2,62.0,50.0,63.0,62.0,44.0,53,47,48,69,50,65,54,53,73,61,63,62,59,57,55,63,52,44,55,40,38,25,53,60,53,58,46,49,54,8,14,6,14,5
16473,59,525000.0,19,4,2,62.0,54.0,60.0,58.0,41.0,54,51,51,64,52,59,55,42,61,57,62,62,59,52,60,57,51,41,49,58,46,31,51,63,49,62,41,44,39,6,13,8,5,14
16474,59,450000.0,18,3,2,56.0,31.0,38.0,38.0,60.0,36,26,67,41,34,30,35,31,38,39,57,56,44,55,63,47,71,58,66,27,62,58,27,38,22,43,57,62,60,6,12,9,7,7
16475,59,575000.0,18,2,2,64.0,33.0,39.0,56.0,61.0,53,32,48,36,29,66,36,38,30,42,68,61,53,59,61,29,57,56,65,35,57,61,49,36,42,40,56,70,63,14,15,9,7,13
16476,59,300000.0,24,2,2,61.0,29.0,36.0,37.0,60.0,30,26,55,38,28,32,22,23,35,35,58,63,46,50,41,37,65,55,76,28,50,55,30,45,37,52,58,67,64,13,10,11,12,7
16477,59,350000.0,24,2,2,75.0,52.0,53.0,57.0,39.0,61,53,38,55,50,55,54,34,51,61,75,75,55,53,64,56,62,68,62,48,33,48,48,49,47,45,33,44,26,9,12,10,13,11
16478,59,525000.0,19,3,2,65.0,50.0,64.0,64.0,52.0,62,50,45,69,48,63,54,55,66,65,67,63,63,59,75,55,54,40,47,47,57,48,46,58,50,66,51,55,61,14,8,5,7,9
16479,59,475000.0,22,3,1,69.0,54.0,58.0,64.0,56.0,12,6,13,20,9,8,11,13,16,18,17,24,38,52,46,43,62,28,48,8,25,14,9,24,15,25,9,14,12,59,61,57,55,58
16480,59,550000.0,21,3,3,54.0,63.0,43.0,57.0,21.0,35,65,70,50,48,58,40,41,31,56,56,52,54,59,63,61,60,53,52,63,35,13,56,50,68,53,15,16,16,7,6,12,9,7
16481,59,500000.0,19,2,3,81.0,28.0,46.0,56.0,52.0,53,25,49,52,29,56,38,32,38,52,80,82,73,56,60,34,64,62,62,23,62,52,47,39,34,39,44,58,58,9,10,14,11,9
16482,59,500000.0,19,3,2,55.0,36.0,56.0,48.0,59.0,54,29,56,61,29,44,55,65,58,48,55,55,55,54,62,50,58,62,68,40,60,57,29,45,45,47,60,59,66,15,9,5,6,7
16483,59,550000.0,18,3,2,55.0,31.0,38.0,42.0,59.0,26,28,60,49,31,39,29,28,42,44,55,55,50,50,41,40,62,59,77,29,45,52,22,30,30,39,53,67,65,13,13,6,11,13
16484,59,500000.0,20,3,3,64.0,55.0,61.0,55.0,46.0,54,52,56,69,42,59,43,48,70,51,65,63,51,58,67,64,58,57,52,56,67,50,62,56,52,44,40,45,50,6,14,9,13,13
16485,59,475000.0,20,2,2,76.0,32.0,41.0,50.0,56.0,55,32,52,42,33,53,34,31,28,42,75,76,52,55,59,24,61,62,61,33,56,57,41,41,41,46,54,59,58,10,10,13,12,14
16486,59,575000.0,18,3,2,59.0,51.0,59.0,66.0,46.0,53,50,46,62,49,65,55,51,59,68,64,55,74,56,69,57,50,54,42,46,42,40,56,65,50,61,47,49,46,8,8,14,6,10
16487,59,575000.0,18,3,2,67.0,56.0,53.0,65.0,28.0,52,60,37,54,53,68,52,49,50,65,66,68,66,47,72,57,46,47,44,48,43,25,50,58,53,51,26,28,30,14,15,14,9,8
16488,59,450000.0,21,2,1,69.0,54.0,58.0,64.0,56.0,11,5,12,18,9,13,14,10,29,17,28,20,31,54,23,48,32,18,69,5,22,13,4,39,11,35,8,10,13,62,58,64,53,61
16489,59,550000.0,20,3,2,72.0,52.0,58.0,55.0,35.0,49,53,52,65,39,51,48,50,54,61,70,73,54,45,60,49,51,55,48,56,45,24,56,64,38,57,34,39,34,13,8,15,14,13
16490,59,575000.0,19,3,2,66.0,44.0,56.0,59.0,51.0,35,31,49,66,34,57,51,54,62,63,64,68,62,56,61,63,65,61,55,56,58,47,49,57,39,51,49,56,52,8,6,12,15,7
16491,59,500000.0,22,3,2,66.0,50.0,60.0,56.0,49.0,51,42,60,69,41,57,49,47,71,56,67,66,52,56,60,65,57,62,54,51,61,42,60,52,50,51,46,51,52,13,6,6,6,9
16492,59,500000.0,22,3,2,63.0,50.0,64.0,59.0,44.0,54,50,50,69,46,61,60,47,67,59,57,67,50,54,63,54,54,43,54,48,42,27,44,68,55,66,41,53,56,8,6,10,14,5
16493,59,575000.0,18,3,3,84.0,58.0,36.0,56.0,22.0,30,60,53,40,52,57,43,29,28,53,83,85,65,48,66,66,70,55,69,49,59,14,55,42,60,40,29,15,10,11,9,9,11,12
16494,59,475000.0,23,3,3,65.0,44.0,58.0,59.0,54.0,52,34,50,67,44,59,39,45,66,62,68,63,60,51,65,61,58,58,50,47,63,50,59,51,47,46,52,58,60,6,13,11,13,14
16495,59,500000.0,18,3,2,54.0,40.0,53.0,56.0,58.0,43,35,60,63,29,56,47,42,58,60,56,53,53,49,53,60,56,53,68,31,63,52,41,46,49,52,54,63,60,15,15,6,6,5
16496,59,450000.0,19,2,2,60.0,48.0,58.0,57.0,58.0,53,44,51,60,35,55,55,51,61,60,57,63,55,52,65,60,62,60,58,45,55,55,50,60,58,55,58,61,58,6,7,9,13,11
16497,59,475000.0,19,3,3,71.0,56.0,56.0,57.0,47.0,58,55,55,60,55,58,44,55,55,55,70,72,65,55,55,61,62,63,60,50,52,48,61,52,62,55,45,45,44,10,9,11,10,10
16498,59,525000.0,19,3,3,71.0,56.0,58.0,58.0,47.0,55,58,55,61,45,60,55,48,58,55,71,71,65,55,55,55,48,70,55,55,45,48,50,58,62,58,45,45,45,8,9,7,10,8
16499,59,450000.0,19,2,2,62.0,35.0,49.0,46.0,58.0,53,33,70,61,35,35,34,29,49,61,61,63,45,48,55,38,70,65,68,35,49,55,23,33,50,45,58,58,55,14,7,13,7,14
16500,59,475000.0,19,3,3,63.0,53.0,60.0,58.0,54.0,55,53,55,61,45,58,60,50,67,55,62,63,68,55,67,55,60,58,55,54,48,48,58,61,52,55,55,55,57,8,10,7,14,7
16501,59,500000.0,18,3,2,60.0,35.0,47.0,45.0,60.0,44,32,55,52,55,35,40,42,50,55,60,60,48,55,55,36,70,60,62,34,55,60,30,40,52,55,61,60,58,15,8,11,11,12
16502,59,475000.0,19,3,3,66.0,48.0,48.0,54.0,57.0,60,40,52,50,52,56,35,45,45,55,67,65,50,52,55,55,60,53,60,58,55,57,48,40,55,45,55,60,56,8,15,6,15,12
16503,59,550000.0,18,3,2,69.0,37.0,53.0,57.0,54.0,52,33,60,58,42,57,43,55,55,55,70,68,65,55,65,40,70,65,58,35,75,53,48,44,50,42,51,56,55,14,7,12,9,8
16504,59,575000.0,18,3,2,61.0,48.0,64.0,58.0,43.0,53,45,52,69,49,54,58,52,68,65,55,66,46,49,79,52,51,46,39,49,40,26,47,66,58,60,44,46,52,11,6,15,13,14
16505,58,975000.0,42,3,2,42.0,63.0,59.0,62.0,43.0,61,60,61,58,63,62,63,62,51,61,43,42,60,62,67,69,68,33,83,67,75,53,62,61,60,68,41,36,34,7,11,6,14,6
16506,58,975000.0,41,4,3,30.0,55.0,62.0,59.0,38.0,56,56,46,64,49,60,58,60,61,64,30,30,36,38,68,57,32,24,60,50,55,36,70,65,58,72,41,36,31,8,10,9,6,11
16507,58,25000.0,36,2,1,69.0,54.0,58.0,64.0,56.0,13,14,15,14,12,12,14,17,19,25,54,46,52,51,49,42,58,44,47,17,29,23,14,42,14,62,11,17,19,59,59,56,59,54
16508,58,60000.0,35,3,2,33.0,54.0,56.0,56.0,61.0,54,51,52,58,54,54,49,52,57,53,35,32,71,55,61,60,62,71,73,56,74,52,56,55,48,57,68,60,65,6,10,11,16,10
16509,58,45000.0,36,3,2,49.0,58.0,50.0,57.0,53.0,46,57,38,61,43,54,41,27,50,62,44,53,56,56,66,63,33,70,62,59,70,58,61,42,58,57,41,63,59,11,15,8,15,12
16510,58,35000.0,34,3,1,69.0,54.0,58.0,64.0,56.0,23,5,6,16,6,6,22,13,30,25,37,36,26,40,51,44,39,36,39,10,31,13,11,39,13,39,15,5,5,60,66,58,54,56
16511,58,35000.0,34,3,1,69.0,54.0,58.0,64.0,56.0,12,11,11,32,11,12,10,13,33,15,40,44,42,51,56,43,53,45,60,13,31,24,12,32,12,43,15,14,12,60,57,57,56,59
16512,58,35000.0,34,1,1,69.0,54.0,58.0,64.0,56.0,16,18,13,21,13,16,16,14,18,25,30,21,49,57,32,35,58,32,54,14,34,22,13,34,18,28,15,12,14,56,53,46,63,58
16513,58,180000.0,29,4,2,50.0,37.0,52.0,52.0,58.0,54,40,55,55,33,51,42,36,54,54,48,52,47,57,52,49,70,62,64,15,60,56,52,50,47,55,61,57,56,16,13,10,12,6
16514,58,170000.0,30,3,2,32.0,33.0,46.0,46.0,55.0,35,27,58,55,23,42,33,28,45,55,31,32,29,55,38,54,47,63,82,24,71,56,41,48,33,60,55,53,55,12,9,10,14,12
16515,58,110000.0,31,3,1,69.0,54.0,58.0,64.0,56.0,13,15,11,15,12,12,19,15,13,24,40,42,54,47,49,41,61,31,61,14,34,11,13,22,13,47,12,19,18,61,54,55,57,62
16516,58,200000.0,29,3,2,51.0,54.0,57.0,59.0,56.0,52,51,54,59,38,58,51,57,60,57,54,48,66,54,70,62,68,75,65,56,58,55,53,58,53,57,56,59,53,6,11,11,6,10
16517,58,150000.0,31,3,2,66.0,42.0,54.0,60.0,53.0,54,35,52,62,47,56,48,49,53,61,67,65,75,49,75,65,65,50,65,35,56,50,30,43,48,48,55,53,58,16,10,15,14,10
16518,58,130000.0,32,2,2,46.0,43.0,42.0,34.0,57.0,48,26,49,38,27,27,58,55,42,31,39,52,40,61,63,80,69,65,82,46,66,57,28,36,60,44,62,58,51,7,10,15,10,9
16519,58,190000.0,27,2,1,69.0,54.0,58.0,64.0,56.0,14,17,11,25,20,24,19,12,24,23,38,43,38,52,42,42,66,42,81,20,34,19,12,15,24,35,20,16,20,59,58,56,57,59
16520,58,210000.0,26,3,2,50.0,43.0,50.0,50.0,55.0,51,42,57,53,33,48,47,56,52,51,58,43,54,54,51,46,76,66,75,46,63,53,43,43,38,51,56,56,55,8,9,9,12,14
16521,58,70000.0,33,2,1,69.0,54.0,58.0,64.0,56.0,13,15,15,29,17,16,12,11,27,24,39,44,42,66,44,42,68,34,59,13,29,18,13,32,22,46,14,12,11,57,55,56,56,56
16522,58,275000.0,25,3,2,75.0,37.0,48.0,55.0,53.0,54,34,48,51,31,50,42,45,40,53,76,74,72,49,82,40,60,69,60,36,53,50,51,43,39,50,54,55,52,13,12,6,13,12
16523,58,210000.0,26,2,1,69.0,54.0,58.0,64.0,56.0,16,16,16,35,19,13,14,12,38,19,45,47,37,59,46,40,62,26,74,11,24,20,13,16,31,29,28,12,12,60,57,53,53,58
16524,58,170000.0,29,1,1,69.0,54.0,58.0,64.0,56.0,22,12,17,28,15,14,22,17,32,24,42,45,31,57,54,44,58,44,56,12,24,17,14,13,29,26,10,19,13,60,51,59,55,60
16525,58,170000.0,31,3,2,66.0,52.0,53.0,57.0,58.0,47,38,57,59,31,53,33,42,63,57,68,65,63,56,76,73,69,69,71,68,66,61,58,49,38,58,56,60,57,12,15,13,10,11
16526,58,275000.0,24,3,3,74.0,52.0,54.0,59.0,48.0,62,55,49,57,41,61,37,42,53,56,76,73,62,53,59,60,61,62,62,41,54,47,59,47,43,50,48,48,52,14,12,7,15,12
16527,58,170000.0,30,3,2,59.0,37.0,47.0,56.0,59.0,47,23,35,51,28,52,31,28,42,56,65,54,74,61,73,54,71,64,57,51,65,58,46,53,33,39,69,59,58,7,7,12,6,15
16528,58,240000.0,25,3,2,63.0,53.0,54.0,56.0,54.0,50,54,50,58,49,53,52,43,54,57,63,63,64,61,65,53,57,74,66,54,55,56,56,54,49,53,55,54,53,14,12,12,11,9
16529,58,160000.0,32,3,2,69.0,53.0,55.0,58.0,60.0,45,46,53,59,43,56,54,52,55,54,70,68,70,56,74,67,53,73,66,60,70,59,57,57,44,53,60,62,60,7,8,9,11,10
16530,58,220000.0,27,3,2,76.0,54.0,57.0,56.0,50.0,49,49,55,63,47,54,49,48,60,55,79,73,65,64,59,66,63,60,63,52,65,47,52,57,60,52,56,46,44,7,12,14,10,10
16531,58,220000.0,27,4,2,71.0,59.0,56.0,57.0,53.0,56,54,57,56,62,52,59,56,55,57,72,70,80,58,62,68,59,80,61,59,50,53,59,58,56,53,53,54,49,11,9,13,6,6
16532,58,210000.0,27,2,2,72.0,26.0,42.0,52.0,57.0,49,23,51,39,25,49,42,41,32,48,74,71,69,51,68,27,61,72,66,24,57,54,46,49,40,57,59,59,55,14,9,12,10,11
16533,58,170000.0,31,3,2,59.0,48.0,57.0,59.0,61.0,52,52,48,62,37,57,35,38,53,56,53,63,69,56,75,47,88,64,56,44,66,51,52,64,43,54,69,64,61,7,10,13,7,13
16534,58,400000.0,23,2,1,69.0,54.0,58.0,64.0,56.0,19,12,17,31,18,20,22,14,45,26,44,47,38,54,41,44,59,42,42,18,21,19,15,16,22,37,11,21,17,58,57,58,54,59
16535,58,230000.0,26,3,1,69.0,54.0,58.0,64.0,56.0,19,14,17,25,11,19,12,12,23,16,43,43,35,55,34,39,54,33,73,14,18,18,10,31,18,45,17,19,11,62,57,52,57,56
16536,58,240000.0,26,3,2,79.0,48.0,50.0,58.0,25.0,57,50,37,54,44,56,44,48,40,54,78,79,76,52,88,49,46,59,34,43,42,18,56,47,46,45,29,22,24,8,15,8,13,12
16537,58,250000.0,24,2,1,69.0,54.0,58.0,64.0,56.0,20,13,12,25,17,19,17,17,22,22,35,41,28,50,50,45,42,38,66,16,43,11,14,18,23,49,12,20,20,60,63,60,50,58
16538,58,70000.0,39,4,3,32.0,57.0,62.0,60.0,58.0,71,56,55,63,52,61,42,30,66,62,33,31,32,66,82,66,84,39,63,52,64,57,58,59,45,58,65,56,52,14,8,15,11,9
16539,58,400000.0,23,2,1,69.0,54.0,58.0,64.0,56.0,18,18,18,26,19,13,18,13,25,26,48,44,32,54,58,42,62,36,52,20,23,22,18,22,24,31,16,13,17,59,56,56,56,59
16540,58,100000.0,33,3,2,62.0,32.0,43.0,44.0,58.0,30,28,50,58,25,35,21,28,56,46,59,64,48,62,68,46,67,58,60,29,56,60,28,30,33,56,56,58,65,12,11,11,15,9
16541,58,375000.0,24,3,2,72.0,53.0,56.0,57.0,52.0,52,48,44,60,57,55,49,44,55,56,67,76,67,55,67,59,58,75,61,56,59,52,58,58,44,55,52,53,53,9,8,11,11,15
16542,58,275000.0,24,4,3,70.0,52.0,56.0,63.0,50.0,56,51,46,58,55,60,56,52,52,60,70,70,82,50,85,57,54,69,54,46,44,50,56,55,53,63,55,49,43,9,10,13,6,14
16543,58,275000.0,25,2,2,75.0,38.0,55.0,58.0,52.0,64,35,39,54,43,55,53,34,59,58,76,74,66,54,71,46,59,71,52,33,49,52,44,51,35,50,53,51,61,14,13,15,11,15
16544,58,230000.0,27,3,3,75.0,41.0,57.0,62.0,46.0,47,36,37,64,39,61,47,39,60,63,74,75,61,56,79,53,51,70,61,39,62,47,48,60,50,65,53,43,45,16,15,14,8,8
16545,58,200000.0,29,4,2,86.0,56.0,49.0,60.0,21.0,52,58,43,52,50,55,48,51,43,55,90,83,90,51,93,62,55,67,40,50,75,12,51,44,52,46,26,18,13,15,14,8,10,16
16546,58,220000.0,27,3,2,79.0,53.0,50.0,59.0,34.0,57,53,45,47,45,58,53,52,44,58,78,79,71,48,75,56,65,75,62,52,31,43,51,50,50,52,24,38,21,7,12,11,13,8
16547,58,450000.0,22,3,2,72.0,55.0,46.0,52.0,36.0,40,58,62,50,53,49,37,33,44,55,71,73,53,50,64,59,70,69,75,46,69,32,58,54,51,44,34,33,29,16,12,13,9,15
16548,58,400000.0,22,3,1,69.0,54.0,58.0,64.0,56.0,31,15,23,41,15,12,12,13,32,20,39,41,33,56,47,43,53,26,57,14,25,20,16,26,42,30,18,21,22,56,56,57,58,58
16549,58,275000.0,24,3,2,55.0,31.0,38.0,44.0,57.0,34,25,56,45,35,40,33,33,39,46,55,55,41,50,54,48,68,40,78,23,55,58,25,33,41,49,59,55,56,13,12,13,10,8
16550,58,375000.0,25,2,2,52.0,29.0,43.0,38.0,59.0,32,21,64,58,32,30,34,28,47,39,54,50,46,53,54,42,71,54,61,28,51,57,27,29,48,61,50,65,64,5,10,8,5,11
16551,58,375000.0,24,3,2,53.0,27.0,37.0,45.0,57.0,24,26,58,50,28,38,30,25,36,49,52,54,49,50,68,37,68,67,69,17,55,52,26,35,42,40,55,62,60,14,8,11,7,15
16552,58,180000.0,28,3,2,66.0,46.0,53.0,57.0,52.0,56,43,42,54,42,55,41,51,52,55,73,61,74,54,54,52,63,66,56,49,43,57,46,52,44,56,50,54,53,14,9,8,10,6
16553,58,200000.0,28,3,2,55.0,45.0,50.0,53.0,57.0,38,37,54,56,45,52,47,42,55,51,57,53,57,56,60,58,53,61,74,51,76,55,49,49,41,48,60,57,56,6,8,14,7,6
16554,58,300000.0,23,3,3,81.0,47.0,52.0,57.0,35.0,51,50,39,54,38,57,41,39,55,55,80,81,74,44,57,48,54,59,68,38,40,36,51,52,61,46,32,35,42,11,7,11,8,12
16555,58,400000.0,23,3,3,65.0,53.0,58.0,59.0,43.0,55,51,38,63,43,57,38,56,57,60,63,66,64,56,65,61,56,59,63,56,45,52,53,58,42,57,34,48,37,10,9,5,9,8
16556,58,400000.0,23,3,2,64.0,57.0,44.0,58.0,26.0,44,56,59,49,40,56,40,29,25,57,61,66,67,57,62,63,64,58,59,55,58,19,63,52,58,52,31,17,19,9,11,10,8,7
16557,58,425000.0,22,3,2,61.0,33.0,47.0,53.0,57.0,39,29,56,54,34,51,38,37,53,53,62,61,57,53,52,48,63,60,67,25,61,57,31,44,35,54,58,57,56,12,12,14,5,12
16558,58,450000.0,21,3,2,66.0,58.0,41.0,57.0,27.0,33,59,57,49,49,54,39,29,33,57,69,64,65,57,67,62,66,50,58,53,39,30,55,43,55,51,20,24,20,9,11,14,12,13
16559,58,450000.0,22,3,2,76.0,52.0,55.0,58.0,51.0,56,52,50,57,50,57,46,45,53,56,77,75,73,55,58,53,68,72,60,52,60,52,56,56,52,55,53,48,49,6,8,8,6,12
16560,58,210000.0,28,2,2,67.0,28.0,47.0,42.0,57.0,56,26,54,51,21,37,35,34,48,40,66,67,55,51,52,25,62,52,75,29,66,54,57,35,35,48,59,58,58,11,9,13,6,14
